cat-title,cat-title href,image-link href,image src,post-title,meta-item 2,meta-item href,meta-item 3,meta-item href 2,excerpt
budget,https://factly.in/category/budget/,https://factly.in/data-market-loans-now-make-up-about-2-3rds-of-outstanding-debt-of-states-uts/,https://factly.in/wp-content/uploads//2021/03/Central-Government-Debt_Image-702x336.jpg,Data: Market Loans Now Make Up About 2/3rds of Outstanding Debt of States/UTs,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"August 7, 2023",https://factly.in/data-market-loans-now-make-up-about-2-3rds-of-outstanding-debt-of-states-uts/#respond,Data on the outstanding debt of States/UTs indicates that the total outstanding liabilities of States/UTs…
India,https://factly.in/category/india/,https://factly.in/parliament-review-as-disruptions-continue-government-passes-important-bills-no-confidence-motion-listed-for-discussion-next-week/,https://factly.in/wp-content/uploads//2023/08/Parliament-Review_Image-1-702x336.jpg,"Parliament Review: As Disruptions Continue, Government Passes Important Bills. No-Confidence Motion Listed for Discussion Next Week",Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"August 4, 2023",https://factly.in/parliament-review-as-disruptions-continue-government-passes-important-bills-no-confidence-motion-listed-for-discussion-next-week/#respond,Both houses of parliament continued to witness disruptions even during the second week of the…
Court,https://factly.in/category/court/,https://factly.in/review-supreme-court-rules-that-doctors-license-cannot-be-suspended-as-penalty-under-contempt-of-courts-act-1971/,https://factly.in/wp-content/uploads//2022/06/Review-of-Court-Judgments_Image-702x336.jpg,Review: Supreme Court Rules that Doctor’s License Cannot be Suspended as Penalty Under Contempt of Courts Act 1971.,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"August 2, 2023",https://factly.in/review-supreme-court-rules-that-doctors-license-cannot-be-suspended-as-penalty-under-contempt-of-courts-act-1971/#respond,"In this edition of the court judgements review, we look at the Supreme Court’s judgements…"
India,https://factly.in/category/india/,https://factly.in/data-numbers-of-the-no-confidence-confidence-motions/,https://factly.in/wp-content/uploads//2023/08/Screenshot-2023-07-31-at-6-702x336.jpg,Data: Numbers of the No-Confidence & Confidence Motions,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"August 1, 2023",https://factly.in/data-numbers-of-the-no-confidence-confidence-motions/#respond,"Data indicates that since 1952, there have been 27 No-Confidence motions and 12 Confidence motions,…"
Government of India,https://factly.in/category/government-of-india/,https://factly.in/31-july-2023-government-data-roundup-reports-by-niti-aayog-mospi-trai-among-those-released-recently/,https://factly.in/wp-content/uploads//2019/08/subsidy-for-Rooftop-Solar-plants_featured-image-702x336.jpg,"(31 July 2023) Government Data Roundup: Reports by NITI Aayog, MoSPI,  TRAI Among Those Released Recently",Pavithra K M,https://factly.in/author/pavithrakm/,"July 31, 2023",https://factly.in/31-july-2023-government-data-roundup-reports-by-niti-aayog-mospi-trai-among-those-released-recently/#respond,The 34th edition of the Fortnightly Roundup of Government Data covers reports released by NITI…
India,https://factly.in/category/india/,https://factly.in/parliament-review-no-significant-business-in-the-first-week-of-monsoon-session-for-2023/,https://factly.in/wp-content/uploads//2023/07/Monsoon-Session_Image-702x336.jpg,Parliament Review: No Significant Business in the First Week of Monsoon Session for 2023,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"July 28, 2023",https://factly.in/parliament-review-no-significant-business-in-the-first-week-of-monsoon-session-for-2023/#respond,Both houses of parliament witnessed disruptions due to repeated adjournments during the first week of…
India,https://factly.in/category/india/,https://factly.in/data-whatsapp-banned-more-than-6-9-crore-accounts-in-the-last-two-years/,https://factly.in/wp-content/uploads//2023/07/IT-Rules_Image-702x336.jpg,Data: WhatsApp Banned More Than 6.9 Crore Accounts in The Last Two Years,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"July 27, 2023",https://factly.in/data-whatsapp-banned-more-than-6-9-crore-accounts-in-the-last-two-years/#respond,"The IT Rules of 2021, mandate big technology companies or the SSMIs to publish a…"
Court,https://factly.in/category/court/,https://factly.in/review-sc-rules-that-compliance-with-section-52-of-ndps-act-is-mandatory-for-disposing-seized-narcotic-substances/,https://factly.in/wp-content/uploads//2022/06/Review-of-Court-Judgments_Image-702x336.jpg,Review: SC Rules That Compliance with Section 52 of NDPS Act is Mandatory for Disposing Seized Narcotic Substances,Pavithra K M,https://factly.in/author/pavithrakm/,"July 26, 2023",https://factly.in/review-sc-rules-that-compliance-with-section-52-of-ndps-act-is-mandatory-for-disposing-seized-narcotic-substances/#respond,"In this edition of the court judgements review, we look at the Supreme Court’s judgement…"
Government of India,https://factly.in/category/government-of-india/,https://factly.in/data-andhra-pradesh-telangana-register-highest-increase-in-annual-ground-water-recharge-in-last-decade/,https://factly.in/wp-content/uploads//2022/12/Groundwater-Extraction_Featured-Image-702x336.jpg,Data: Andhra Pradesh & Telangana Register Highest Increase in Annual Ground Water Recharge in Last Decade,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"July 25, 2023",https://factly.in/data-andhra-pradesh-telangana-register-highest-increase-in-annual-ground-water-recharge-in-last-decade/#respond,As per data provided in the 2022 National Compilation of Dynamic Ground Water Resources Assessment…
Government of India,https://factly.in/category/government-of-india/,https://factly.in/data-less-than-10-population-multidimensionally-poor-in-14-states/,https://factly.in/wp-content/uploads//2021/12/Multidimensional-Poverty-estimates_featured-image-702x336.jpg,Data: Less Than 10% Population Multidimensionally Poor in 14 States,Pavithra K M,https://factly.in/author/pavithrakm/,"July 24, 2023",https://factly.in/data-less-than-10-population-multidimensionally-poor-in-14-states/#respond,NITI Aayog recently released the Multidimensional Poverty Index (MPI): A Progress Review 2023. This report looks…
Government of India,https://factly.in/category/government-of-india/,https://factly.in/data-from-compliance-reports-of-technology-platforms-show-varied-reasons-for-grievances-filed/,https://factly.in/wp-content/uploads//2023/07/social-media-featured-image-702x336.jpg,Data from Compliance Reports of Technology Platforms Show Varied Reasons for Grievances Filed,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"July 21, 2023",https://factly.in/data-from-compliance-reports-of-technology-platforms-show-varied-reasons-for-grievances-filed/#respond,"The IT Rules of 2021, mandate big technology companies or the SSMIs to publish a…"
Education,https://factly.in/category/education/,https://factly.in/data-no-district-in-top-2-grades-of-performance-grading-index-in-2020-21-2021-22/,https://factly.in/wp-content/uploads//2022/07/Performance-Grading-Index_Image-702x336.jpg,Data: No District in Top-2 Grades of Performance Grading Index in 2020-21 & 2021-22,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"July 20, 2023",https://factly.in/data-no-district-in-top-2-grades-of-performance-grading-index-in-2020-21-2021-22/#respond,The Performance Grading Index (PGI) offers information on the state of school education in States…
Court,https://factly.in/category/court/,https://factly.in/review-sc-rules-that-regularizing-employment-of-only-some-employees-is-discriminatory-and-violative-of-article-14/,https://factly.in/wp-content/uploads//2022/06/Review-of-Court-Judgments_Image-702x336.jpg,Review: SC Rules That Regularizing Employment of Only Some Employees is Discriminatory and Violative of Article 14,Pavithra K M,https://factly.in/author/pavithrakm/,"July 19, 2023",https://factly.in/review-sc-rules-that-regularizing-employment-of-only-some-employees-is-discriminatory-and-violative-of-article-14/#respond,"In this edition of court judgements review, we look at Supreme Court’s judgement about final…"
Government of India,https://factly.in/category/government-of-india/,https://factly.in/17-july-2023-government-data-roundup-reports-by-rbi-moe-mospi-among-those-released-recently/,https://factly.in/wp-content/uploads//2023/07/Government-Data_Image-702x336.jpg,"(17 July 2023) Government Data Roundup: Reports By RBI, MoE, MoSPI, Among Those Released Recently",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"July 17, 2023",https://factly.in/17-july-2023-government-data-roundup-reports-by-rbi-moe-mospi-among-those-released-recently/#respond,The 33rd edition of the fortnightly roundup of government data covers the Performance Grading Index…
finance,https://factly.in/category/finance/,https://factly.in/data-most-units-subscribed-in-june-2023-under-sovereign-gold-bonds-scheme-since-inception/,https://factly.in/wp-content/uploads//2023/07/Gold-Bonds-featured-image-702x336.jpeg,Data: Most Units Subscribed in June 2023 Under Sovereign Gold Bonds Scheme Since Inception,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"July 14, 2023",https://factly.in/data-most-units-subscribed-in-june-2023-under-sovereign-gold-bonds-scheme-since-inception/#respond,SGBs are government securities denominated in grams of gold and issued by the Reserve Bank…
India,https://factly.in/category/india/,https://factly.in/data-long-period-average-of-south-west-monsoon-rainfall-has-reduced-over-the-years/,https://factly.in/wp-content/uploads//2023/07/Monsoon-Rainfall_Featured-Image-702x336.jpg,Data: Long Period Average of South-West Monsoon Rainfall Has Reduced Over the Years,Pavithra K M,https://factly.in/author/pavithrakm/,"July 13, 2023",https://factly.in/data-long-period-average-of-south-west-monsoon-rainfall-has-reduced-over-the-years/#respond,Long Period Average of rainfall or LPA is the rainfall recorded over a particular region…
Court,https://factly.in/category/court/,https://factly.in/review-sc-observes-that-courts-must-consider-factors-such-as-nature-and-gravity-of-offences-when-considering-applications-for-anticipatory-bail/,https://factly.in/wp-content/uploads//2022/06/Review-of-Court-Judgments_Image-702x336.jpg,Review: SC Observes That Courts Must Consider Factors Such as Nature and Gravity of Offences When Considering Applications for Anticipatory Bail,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"July 12, 2023",https://factly.in/review-sc-observes-that-courts-must-consider-factors-such-as-nature-and-gravity-of-offences-when-considering-applications-for-anticipatory-bail/#respond,"In this edition of court judgements review, we look at Supreme Court’s judgement on Anticipatory…"
India,https://factly.in/category/india/,https://factly.in/data-more-than-rs-2800-crores-in-unclaimed-amounts-transferred-to-scwf-by-insurance-companies-as-of-march-2023/,https://factly.in/wp-content/uploads//2021/05/Life-Insurance-Claims_Featured-Image-702x336.jpg,"Data: More than Rs. 2,800 Crores in Unclaimed Amounts transferred to SCWF by Insurance Companies as of March 2023",Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"July 11, 2023",https://factly.in/data-more-than-rs-2800-crores-in-unclaimed-amounts-transferred-to-scwf-by-insurance-companies-as-of-march-2023/#respond,"As per the directions issued by IRDAI, all insurers with unclaimed amounts of policyholders for…"
Government of India,https://factly.in/category/government-of-india/,https://factly.in/review-how-does-indias-nif-compare-with-gif-for-sdgs/,https://factly.in/wp-content/uploads//2023/07/Sustainable-Development-Goals_image-702x336.png,Review: How does India’s NIF Compare with GIF for SDGs?,Pavithra K M,https://factly.in/author/pavithrakm/,"July 10, 2023",https://factly.in/review-how-does-indias-nif-compare-with-gif-for-sdgs/#respond,The 2023 progress report for the national indicators identified for the 17 Sustainable Development Goals…
Banks,https://factly.in/category/banks/,https://factly.in/data-share-of-retail-sector-loans-now-more-than-those-to-industry-out-of-overall-credit-by-scbs/,https://factly.in/wp-content/uploads//2023/07/Scheduled-Commercial-Banks_Image-702x336.jpg,Data: Share of Retail Sector Loans Now More Than Those to Industry Out of Overall Credit by SCBs,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"July 7, 2023",https://factly.in/data-share-of-retail-sector-loans-now-more-than-those-to-industry-out-of-overall-credit-by-scbs/#respond,Data on credit by Scheduled Commercial Banks (SCBs) to various sectors indicates that the share…
Stories,https://factly.in/category/stories/,https://factly.in/data-more-than-4000-personnel-lost-their-lives-in-un-peacekeeping-missions-since-1948-india-lost-the-most-than-other-nation/,https://factly.in/wp-content/uploads//2023/07/UN-Peacekeeping-Missions_-Featured-Image-702x336.jpg,"Data: More Than 4000 Personnel Lost Their Lives in UN Peacekeeping Missions Since 1948, India Lost the Most Than Any Other Nation",Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"July 6, 2023",https://factly.in/data-more-than-4000-personnel-lost-their-lives-in-un-peacekeeping-missions-since-1948-india-lost-the-most-than-other-nation/#respond,The UN Peacekeeping Mission completed 75 years of its existence in 2023. Data reveals that…
Court,https://factly.in/category/court/,https://factly.in/review-kerala-hc-rules-that-cumulative-value-of-illegal-imports-carried-by-all-individuals-with-a-common-intention-must-be-considered-in-smuggling-cases/,https://factly.in/wp-content/uploads//2022/07/Review-of-Court-Judgments_Featured-Image-1-702x336.jpg,Review: Kerala HC Rules that Cumulative Value of Illegal Imports Carried by All Individuals with a Common Intention Must be Considered in Smuggling Cases,Pavithra K M,https://factly.in/author/pavithrakm/,"July 5, 2023",https://factly.in/review-kerala-hc-rules-that-cumulative-value-of-illegal-imports-carried-by-all-individuals-with-a-common-intention-must-be-considered-in-smuggling-cases/#respond,"In this edition of the court judgements review, we look into the Madras HC’s judgment…"
Digital India,https://factly.in/category/digital-india/,https://factly.in/data-karnataka-tamil-nadu-maharashtra-telangana-account-for-more-than-80-of-indias-software-exports/,https://factly.in/wp-content/uploads//2023/07/software-exports-featured-image-702x336.jpeg,"Data: Karnataka, Tamil Nadu, Maharashtra & Telangana Account for More Than 80% of India’s Software Exports",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"July 4, 2023",https://factly.in/data-karnataka-tamil-nadu-maharashtra-telangana-account-for-more-than-80-of-indias-software-exports/#respond,Software Exports are the mainstay of India’s service exports. The IT-ITeS sector provides direct &…
Agriculture,https://factly.in/category/agriculture/,https://factly.in/03-july-2023-government-data-roundup-reports-by-rbi-mospi-fao-wef-among-those-released-recently/,https://factly.in/wp-content/uploads//2023/07/Featured-image-world-food-outlook-702x336.jpg,"(03 July 2023) Government Data Roundup: Reports By RBI, MoSPI, FAO, WEF Among Those Released Recently",Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"July 3, 2023",https://factly.in/03-july-2023-government-data-roundup-reports-by-rbi-mospi-fao-wef-among-those-released-recently/#respond,The 32nd edition of the fortnightly roundup of government data covers reports released by Ministry…
Government of India,https://factly.in/category/government-of-india/,https://factly.in/review-government-releases-national-time-release-study-covering-import-and-export-release-time/,https://factly.in/wp-content/uploads//2023/06/National-Time-Release_Featured-Image-702x336.jpg,Review: Government Releases ‘National Time Release Study’ Covering Import and Export Release Time,Pavithra K M,https://factly.in/author/pavithrakm/,"June 30, 2023",https://factly.in/review-government-releases-national-time-release-study-covering-import-and-export-release-time/#respond,The government recently released the NTRS 2023 that presents the findings of the annual study…
Court,https://factly.in/category/court/,https://factly.in/review-madras-hc-rules-that-wife-directly-indirectly-contributes-to-acquisition-of-assets-entitled-to-equal-share-in-assets-properties/,https://factly.in/wp-content/uploads//2022/11/Review-of-Court-Judgments_Featured-Image-2-702x336.jpg,"Review: Madras HC Rules That Wife Directly/Indirectly Contributes to Acquisition of Assets, Entitled to Equal Share in Assets/Properties.",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"June 28, 2023",https://factly.in/review-madras-hc-rules-that-wife-directly-indirectly-contributes-to-acquisition-of-assets-entitled-to-equal-share-in-assets-properties/#respond,"In this edition of the court judgements review, we look into the Supreme Court’s judgements…"
India,https://factly.in/category/india/,https://factly.in/data-as-new-mplads-guidelines-come-into-force-unspent-funds-still-a-concern/,https://factly.in/wp-content/uploads//2021/03/MPLADS-Plug-the-Loopholes-702x336.jpg,"Data: As New MPLADS Guidelines Come into Force, Unspent Funds Still a Concern",Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"June 27, 2023",https://factly.in/data-as-new-mplads-guidelines-come-into-force-unspent-funds-still-a-concern/#respond,GoI claims that the revised guidelines aim to broaden the scope of the scheme to…
Health,https://factly.in/category/health/,https://factly.in/data-state-food-safety-index-scores-witness-a-continuous-decline-in-most-states/,https://factly.in/wp-content/uploads//2020/11/Food-Safety_Featured-Image-702x336.jpg,Data: ‘State Food Safety Index’ Scores Witness a Continuous Decline in Most States,Pavithra K M,https://factly.in/author/pavithrakm/,"June 26, 2023",https://factly.in/data-state-food-safety-index-scores-witness-a-continuous-decline-in-most-states/#respond,The 5th State Food Safety Index for the year 2022-23 was released recently by the…
Civil Services,https://factly.in/category/civil-services/,https://factly.in/data-share-of-candidates-attempting-upsc-cse-first-time-and-clearing-the-exam-declining/,https://factly.in/wp-content/uploads//2023/06/UPSC-CSE_Image-702x336.jpg,Data: Share of Candidates Attempting ‘UPSC CSE’ First Time and Clearing the Exam Declining,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"June 23, 2023",https://factly.in/data-share-of-candidates-attempting-upsc-cse-first-time-and-clearing-the-exam-declining/#respond,Data from the UPSC annual reports indicates that the share of candidates attempting the UPSC…
Government of India,https://factly.in/category/government-of-india/,https://factly.in/data-few-states-account-for-most-of-the-commodity-exports-of-india/,https://factly.in/wp-content/uploads//2023/06/Commodity-Exports-of-India_Image-702x336.jpg,Data: Few States Account for Most of The Commodity Exports of India,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"June 22, 2023",https://factly.in/data-few-states-account-for-most-of-the-commodity-exports-of-india/#respond,Data from the NIRYAT portal indicates that few states account for most of the commodity…
Court,https://factly.in/category/court/,https://factly.in/review-supreme-court-rules-that-railways-is-not-responsible-for-theft-of-passengers-belongings/,https://factly.in/wp-content/uploads//2022/06/Review-of-Court-Judgments_Image-702x336.jpg,Review: Supreme Court Rules That Railways is Not Responsible for Theft of Passenger’s Belongings,Pavithra K M,https://factly.in/author/pavithrakm/,"June 21, 2023",https://factly.in/review-supreme-court-rules-that-railways-is-not-responsible-for-theft-of-passengers-belongings/#respond,"In this edition of court judgements review, we look at the Supreme Court’s judgements that…"
Banks,https://factly.in/category/banks/,https://factly.in/data-number-of-accounts-with-unclaimed-deposits-in-public-sector-banks-crosses-10-crore/,https://factly.in/wp-content/uploads//2017/03/SBI-announced-revised-charges_factly-702x336.jpg,Data: Number of Accounts With ‘Unclaimed Deposits’ in ‘Public Sector Banks’ Crosses 10 Crore,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"June 20, 2023",https://factly.in/data-number-of-accounts-with-unclaimed-deposits-in-public-sector-banks-crosses-10-crore/#respond,The RBI recently announced ‘100 Days 100 Pays’ campaign with the goal of tracing and…
Government of India,https://factly.in/category/government-of-india/,https://factly.in/19-june-2023-government-data-roundup-reports-by-fssai-nhai-niti-aayog-among-those-released-recently/,https://factly.in/wp-content/uploads//2022/06/State-Food-Safety-Index_Image-702x336.jpg,"(19 June 2023) Government Data Roundup: Reports by FSSAI, NHAI, NITI Aayog Among Those Released Recently",Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"June 19, 2023",https://factly.in/19-june-2023-government-data-roundup-reports-by-fssai-nhai-niti-aayog-among-those-released-recently/#respond,"The 31st edition of the fortnightly government roundup covers reports released by FSSAI, NHAI, NITI…"
Indian Railways,https://factly.in/category/indian-railways/,https://factly.in/data-claims-decrease-compensation-increases-for-claims-related-to-goods-luggage-parcel-in-indian-railways/,https://factly.in/wp-content/uploads//2023/06/Railways-claims-tribunal-featured-image-702x336.jpeg,"Data: Claims Decrease, Compensation Increases for Claims related to Goods/Luggage/Parcel in Indian Railways",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"June 16, 2023",https://factly.in/data-claims-decrease-compensation-increases-for-claims-related-to-goods-luggage-parcel-in-indian-railways/#respond,Data from the Indian Railways indicates that while the number of claims related to goods/luggage/parcel…
India,https://factly.in/category/india/,https://factly.in/data-security-related-incidents-casualties-in-northeast-india-decreased-substantially-in-last-two-decades-before-manipur-violence/,https://factly.in/wp-content/uploads//2023/06/Northeast-India_Featured-Image-702x336.jpg,Data: Security Related Incidents & Casualties in Northeast India Decreased Substantially in Last Two Decades Before Manipur Violence,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"June 15, 2023",https://factly.in/data-security-related-incidents-casualties-in-northeast-india-decreased-substantially-in-last-two-decades-before-manipur-violence/#respond,The ongoing violence in Manipur has resulted in tens of deaths and left hundreds injured.…
Court,https://factly.in/category/court/,https://factly.in/review-karnataka-hc-rules-that-case-is-justified-for-failure-to-report-a-pocso-related-offence/,https://factly.in/wp-content/uploads//2023/03/Court-Judgements_-Image-702x336.jpg,Review: Karnataka HC Rules That Case is Justified for Failure to Report a POCSO Related Offence,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"June 14, 2023",https://factly.in/review-karnataka-hc-rules-that-case-is-justified-for-failure-to-report-a-pocso-related-offence/#respond,"In this edition of court judgements review, we look at the Supreme Court’s judgements on…"
India,https://factly.in/category/india/,https://factly.in/explainer-what-are-the-compensation-terms-for-victims-of-railway-accidents/,https://factly.in/wp-content/uploads//2023/06/Railway-Accidents_Image-702x336.jpg,Explainer: What are the Compensation Terms for Victims of Railway Accidents?,Pavithra K M,https://factly.in/author/pavithrakm/,"June 13, 2023",https://factly.in/explainer-what-are-the-compensation-terms-for-victims-of-railway-accidents/#respond,"The tragic triple-train accident in Balasore, Odisha on 02 June 2023 resulted in the death…"
Demonetization,https://factly.in/category/demonetization/,https://factly.in/data-share-of-high-value-currency-notes-in-circulation-increases-slightly-by-2022-23-end/,https://factly.in/wp-content/uploads//2021/06/Demonetization_Featured-Image-702x336.jpg,Data: Share of High-Value Currency Notes in Circulation Increases Slightly by 2022-23 end,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"June 12, 2023",https://factly.in/data-share-of-high-value-currency-notes-in-circulation-increases-slightly-by-2022-23-end/#respond,"As per the data provided in the RBI’s annual report, the share of high-value currency…"
India,https://factly.in/category/india/,https://factly.in/data-for-the-first-time-in-ten-years-gross-fdi-inflows-fell-in-2022-23/,https://factly.in/wp-content/uploads//2016/06/sectors-in-which-FDI-is-allowed-in-India-factly-featured-image-702x336.jpg,"Data: For the First Time in Ten Years, Gross FDI Inflows Fell in 2022-23",Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"June 9, 2023",https://factly.in/data-for-the-first-time-in-ten-years-gross-fdi-inflows-fell-in-2022-23/#respond,"In the last decade or so, India has become one of the attractive destinations for…"
Air Travel,https://factly.in/category/air-travel/,https://factly.in/data-under-udan-scheme-alliance-air-received-more-than-60-vgf-while-indigo-alliance-air-ran-more-than-50-flights/,https://factly.in/wp-content/uploads//2023/06/Civil-Aviation_Image-702x336.jpg,"Data: Under UDAN Scheme, Alliance Air Received More than 60% VGF While Indigo & Alliance Air Ran More than 50% flights",Pavithra K M,https://factly.in/author/pavithrakm/,"June 8, 2023",https://factly.in/data-under-udan-scheme-alliance-air-received-more-than-60-vgf-while-indigo-alliance-air-ran-more-than-50-flights/#respond,Data from the Ministry of Civil Aviation indicates that more than 2.2 lakh flights plied…
Court,https://factly.in/category/court/,https://factly.in/review-calcutta-hc-rules-that-being-tagged-on-social-media-by-any-other-person-necessarily-does-not-confer-any-liability/,https://factly.in/wp-content/uploads//2023/06/Calcutta_highcourt-featured-image-702x336.jpeg,Review: Calcutta HC Rules That Being Tagged on Social Media by  Another Person Necessarily Does Not Confer any Liability,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"June 7, 2023",https://factly.in/review-calcutta-hc-rules-that-being-tagged-on-social-media-by-any-other-person-necessarily-does-not-confer-any-liability/#respond,"In this week’s review of Court Judgments, we look at Delhi High Court’s observation regarding…"
Election Commission of India (ECI),https://factly.in/category/election-commission-of-india-eci/,https://factly.in/analysis-do-dummy-candidates-with-similar-names-affect-election-results/,https://factly.in/wp-content/uploads//2023/06/Election-Results_Featured-Image-702x336.jpg,Analysis: Do ‘Dummy’ Candidates With Similar Names Affect Election Results?,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"June 6, 2023",https://factly.in/analysis-do-dummy-candidates-with-similar-names-affect-election-results/#respond,"In 2014 Lok Sabha (LS) elections, when popular actor Hema Malini was contesting from Mathura…"
Government of India,https://factly.in/category/government-of-india/,https://factly.in/05-june-2023-government-data-roundup-reports-by-rbi-mospi-data-of-gdp-estimates-foodgrain-production-estimates-among-those-released-recently/,https://factly.in/wp-content/uploads//2022/09/Food-grain-stocks_Featured-Image-702x336.jpg,"(05 June 2023) Government Data Roundup: Reports by RBI, MoSPI, Data of GDP Estimates, Foodgrain Production Estimates Among Those Released Recently",Pavithra K M,https://factly.in/author/pavithrakm/,"June 5, 2023",https://factly.in/05-june-2023-government-data-roundup-reports-by-rbi-mospi-data-of-gdp-estimates-foodgrain-production-estimates-among-those-released-recently/#respond,"The 30th edition of the fortnightly government roundup covers reports released by RBI, MoSPI, Ministry…"
Currency,https://factly.in/category/currency/,https://factly.in/data-did-the-withdrawal-of-rs-2000-note-affect-upi-debit-card-transactions/,https://factly.in/wp-content/uploads//2023/06/Withdrawal-of-Rs.-2000-Note_Featured-Image-702x336.jpg,Data: Did the Withdrawal of Rs. 2000 Note Affect UPI & Debit Card Transactions?,Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"June 2, 2023",https://factly.in/data-did-the-withdrawal-of-rs-2000-note-affect-upi-debit-card-transactions/#respond,The RBI recently announced the withdrawal of Rs. 2000 notes.  There are also reports of…
Government of India,https://factly.in/category/government-of-india/,https://factly.in/data-russian-crude-oil-accounted-for-more-than-19-of-total-crude-imports-to-india-in-2022-23/,https://factly.in/wp-content/uploads//2023/06/featured-image-crude-oil-exports-imports-702x336.jpg,Data: Russian Crude Oil Accounted for More Than 19% of Total Crude Imports to India in 2022-23,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"June 1, 2023",https://factly.in/data-russian-crude-oil-accounted-for-more-than-19-of-total-crude-imports-to-india-in-2022-23/#respond,"As noted earlier, the increase in India’s exports was largely driven by the increase in…"
Court,https://factly.in/category/court/,https://factly.in/review-madras-hc-rules-that-books-and-uniforms-are-integral-for-education-and-the-expense-should-be-covered-by-the-state-for-rte-students/,https://factly.in/wp-content/uploads//2022/11/Review-of-Court-Judgments_Featured-Image-2-702x336.jpg,Review: Madras HC Rules That Books and Uniforms are Integral for Education and The Expense Should be Covered by The State for RTE Students,Pavithra K M,https://factly.in/author/pavithrakm/,"May 31, 2023",https://factly.in/review-madras-hc-rules-that-books-and-uniforms-are-integral-for-education-and-the-expense-should-be-covered-by-the-state-for-rte-students/#respond,"In this edition of the court judgements review, we look at the Supreme Court’s judgement…"
Prison,https://factly.in/category/prison/,https://factly.in/review-more-than-8000-indian-prisoners-are-in-foreign-prisons-more-than-55-of-them-in-middle-eastern-countries/,https://factly.in/wp-content/uploads//2022/09/Number-of-undertrial-prisoners_Featured-Image-702x336.jpg,"Data: More Than 8000 Indian Prisoners Are in Foreign Prisons, More Than 55% of Them in Middle Eastern Countries",Bharath Kancharla,https://factly.in/author/bharath-kancharla/,"May 30, 2023",https://factly.in/review-more-than-8000-indian-prisoners-are-in-foreign-prisons-more-than-55-of-them-in-middle-eastern-countries/#respond,The government does not provide data on the number of Indians in foreign prisons on…
India,https://factly.in/category/india/,https://factly.in/data-increase-in-indias-goods-exports-driven-largely-by-increase-in-export-of-petroleum-products/,https://factly.in/wp-content/uploads//2020/07/Trade-Surplus-of-Goods_Featured-Image-702x336.jpg,Data: Increase in India’s Goods Exports Driven Largely by Increase in Export of ‘Petroleum Products’,Sai Krishna Muthyanolla,https://factly.in/author/saikrishna/,"May 29, 2023",https://factly.in/data-increase-in-indias-goods-exports-driven-largely-by-increase-in-export-of-petroleum-products/#respond,Data indicates that India’s goods exports increased by over 50% between the COVID-19 hit year…
India,https://factly.in/category/india/,https://factly.in/data-more-than-70-of-enumerated-water-bodies-in-the-census-have-a-spread-area-of-less-than-0-5-hectares/,https://factly.in/wp-content/uploads//2023/05/Enumerated-Water-Bodies_Image-702x336.jpg,Data: More Than 70% of Enumerated Water Bodies in The Census Have a Spread Area of Less Than 0.5 Hectares,Pavithra K M,https://factly.in/author/pavithrakm/,"May 26, 2023",https://factly.in/data-more-than-70-of-enumerated-water-bodies-in-the-census-have-a-spread-area-of-less-than-0-5-hectares/#respond,Data from the first-ever census report of the water bodies in India indicates that the…
