Title,Link,Image,Author,Date,Description,Fake News
5-yr-old video edited with provocative song shared widely to target Muslims,https://www.altnews.in/5-yr-old-video-edited-with-provocative-song-shared-widely-to-target-muslims/,https://www.altnews.in/wp-content/uploads/2023/02/2023-02-24-16_45_20-Untitled-design-1200-%C3%97-628px-Brave-300x157.jpg,Aqib Pathan,24th February 2023,5-yr-old video edited with provocative song shared widely to target Muslims,FALSE
Digital artist?s work posted on Instagram viral as close-up of Chinese spy balloon over US,https://www.altnews.in/digital-artists-work-posted-on-instagram-viral-as-close-up-of-chinese-spy-balloon-over-us/,https://www.altnews.in/wp-content/uploads/2023/02/Feature-Image-Template-300x169.jpg,Vansh Shah,22nd February 2023,Digital artist?s work posted on Instagram viral as close-up of Chinese spy balloon over US,FALSE
Unrelated video of soldier?s last rites viral in context of Pulwama anniversary,https://www.altnews.in/unrelated-video-of-soldiers-last-rites-viral-in-context-of-pulwama-anniversary/,https://www.altnews.in/wp-content/uploads/2023/02/FI-Kit-3-300x169.jpg,Vansh Shah,17th February 2023,Unrelated video of soldier?s last rites viral in context of Pulwama anniversary,TRUE
"No, man standing with Rahul Gandhi in viral photo is not Hindenburg?s Nathan Anderson",https://www.altnews.in/no-man-standing-with-rahul-gandhi-in-viral-photo-is-not-hindenburgs-nathan-anderson/,https://www.altnews.in/wp-content/uploads/2023/02/rahul-nathan-300x157.jpg,Vansh Shah,15th February 2023,"No, man standing with Rahul Gandhi in viral photo is not Hindenburg?s Nathan Anderson",TRUE
Hotel CCTV footage from 2020 Turkey earthquake viral as visuals of recent disaster,https://www.altnews.in/hotel-cctv-footage-from-2020-turkey-earthquake-viral-as-visuals-of-recent-disaster/,https://www.altnews.in/wp-content/uploads/2023/02/FI-Kit-2-300x169.jpg,Vansh Shah,10th February 2023,Hotel CCTV footage from 2020 Turkey earthquake viral as visuals of recent disaster,FALSE
Old video from Andhra Pradesh shared as Muslims disrupting Hindu outfits? rally in Mumbai,https://www.altnews.in/old-video-from-andhra-pradesh-shared-as-muslim-disturbing-hindutva-rally-mumbai/,https://www.altnews.in/wp-content/uploads/2023/02/rally-300x157.jpg,Abhishek Kumar,3rd February 2023,Old video from Andhra Pradesh shared as Muslims disrupting Hindu outfits? rally in Mumbai,TRUE
"Unrelated, old videos viral as audience reaction to Shah Rukh Khan?s ?Pathaan?",https://www.altnews.in/unrelated-old-videos-viral-as-audience-reaction-to-shah-rukh-khans-pathaan/,https://www.altnews.in/wp-content/uploads/2023/02/pathaan-300x157.jpg,Vansh Shah,2nd February 2023,"Unrelated, old videos viral as audience reaction to Shah Rukh Khan?s ?Pathaan?",FALSE
Rahul Gandhi?s photo with UK politician falsely viral as him meeting BBC Modi-docu producer,https://www.altnews.in/rahul-gandhis-photo-with-uk-politician-falsely-viral-as-him-meeting-bbc-modi-docu-producer/,https://www.altnews.in/wp-content/uploads/2023/01/2023-01-28-12_31_55-Flashback-Express-min-300x157.jpg,Vansh Shah,28th January 2023,Rahul Gandhi?s photo with UK politician falsely viral as him meeting BBC Modi-docu producer,TRUE
Image of burqa-clad students who won scholarships shared with false communal claim,https://www.altnews.in/image-of-burqa-clad-students-who-won-scholarships-shared-with-false-communal-claim/,https://www.altnews.in/wp-content/uploads/2023/01/FI-Kit-malabar-300x169.jpg,Archit,27th January 2023,Image of burqa-clad students who won scholarships shared with false communal claim,FALSE
"No, man dancing to ?Pathaan? song in viral video is not Pak FM Bilawal Bhutto",https://www.altnews.in/no-man-dancing-to-pathaan-song-in-viral-video-is-not-pak-fm-bilawal-bhutto/,https://www.altnews.in/wp-content/uploads/2023/01/2023-01-23-13_21_04-Untitled-design-1200-%C3%97-628px-Brave-300x157.jpg,Alt News Desk,23rd January 2023,"No, man dancing to ?Pathaan? song in viral video is not Pak FM Bilawal Bhutto",FALSE
Did Ashwini Choubey tear up while taking about farmers? Misleading claim by NDTV,https://www.altnews.in/fact-check-did-union-minister-ashwini-choubey-started-crying-while-talking-about-farmers-ndtv-false-claim/,https://www.altnews.in/wp-content/uploads/2023/01/chaubey-300x157.jpg,Abhishek Kumar,19th January 2023,Did Ashwini Choubey tear up while taking about farmers? Misleading claim by NDTV,FALSE
Fact Check: Has Union govt issued stamps in name of Vivek Bindra?,https://www.altnews.in/motivational-speaker-dr-vivek-bindra-makes-false-claim-india-post-didnt-release-stamp-by-his-name/,https://www.altnews.in/wp-content/uploads/2023/01/stamps-300x157.jpg,Abhishek Kumar,16th January 2023,Fact Check: Has Union govt issued stamps in name of Vivek Bindra?,FALSE
2020 video from Pakistan falsely shared as demolition of 100-yr-old Shiva temple,https://www.altnews.in/2020-video-from-pakistan-falsely-shared-as-demolition-of-100-yr-old-shiva-temple/,https://www.altnews.in/wp-content/uploads/2023/01/2023-01-12-15_32_26-Untitled-design-1200-%C3%97-628px-Brave-300x157.jpg,Kalim Ahmed,12th January 2023,2020 video from Pakistan falsely shared as demolition of 100-yr-old Shiva temple,TRUE
Fact Check: Nirmala Sitharaman is not meeting her dad in viral clip,https://www.altnews.in/fact-check-nirmala-sitharaman-is-not-meeting-her-dad-in-viral-clip/,https://www.altnews.in/wp-content/uploads/2023/01/2023-01-11-14_20_58-Untitled-design-1200-%C3%97-628px-Brave-min-300x157.jpg,Vansh Shah,11th January 2023,Fact Check: Nirmala Sitharaman is not meeting her dad in viral clip,TRUE
"Amid mounting Pak-Taliban tension, Tarek Fatah shares 7-year-old video of public execution",https://www.altnews.in/amid-mounting-pak-taliban-tension-tarek-fatah-shares-7-year-old-video-of-public-execution/,https://www.altnews.in/wp-content/uploads/2023/01/JAN-9-FI-Kit-300x169.jpg,Archit,9th January 2023,"Amid mounting Pak-Taliban tension, Tarek Fatah shares 7-year-old video of public execution",FALSE
Viral photo of children in torn clothes studying in makeshift classroom not from India,https://www.altnews.in/viral-photo-of-children-in-torn-clothes-studying-in-makeshift-classroom-not-from-india/,https://www.altnews.in/wp-content/uploads/2023/01/FI-Kit-1-1-300x169.jpg,Archit,7th January 2023,Viral photo of children in torn clothes studying in makeshift classroom not from India,FALSE
2017 Yamuna Expressway car pile-up video goes viral again,https://www.altnews.in/2017-yamuna-expressway-car-pile-up-video-goes-viral-again/,https://www.altnews.in/wp-content/uploads/2023/01/2023-01-06-13_58_48-Untitled-design-1200-%C3%97-628px-Brave-300x157.jpg,Vansh Shah,6th January 2023,2017 Yamuna Expressway car pile-up video goes viral again,FALSE
Old video of Kolkata slums shared as illegal encroachments in Haldwani,https://www.altnews.in/old-video-of-kolkata-slums-shared-as-illegal-encroachments-in-haldwani/,https://www.altnews.in/wp-content/uploads/2023/01/FI-Kit-1-300x169.jpg,Archit,5th January 2023,Old video of Kolkata slums shared as illegal encroachments in Haldwani,FALSE
Bulandshahr encounter: RW handles made misleading claim to add communal twist,https://www.altnews.in/bulandshahr-encounter-rw-handles-made-misleading-claim-to-add-communal-twist/,https://www.altnews.in/wp-content/uploads/2023/01/2023-01-05-13_26_17-Untitled-design-1200-%C3%97-628px-Brave-min-300x157.jpg,Kalim Ahmed,5th January 2023,Bulandshahr encounter: RW handles made misleading claim to add communal twist,TRUE
"No snowfall in Mecca, viral video is digitally altered",https://www.altnews.in/no-snowfall-in-mecca-viral-video-is-digitally-altered/,https://www.altnews.in/wp-content/uploads/2023/01/Copy-of-FI-Template-2-300x169.jpg,Vansh Shah,3rd January 2023,"No snowfall in Mecca, viral video is digitally altered",TRUE
Opposition leaders use edited photo to claim PM Modi wore women?s clothing,https://www.altnews.in/congress-leaders-share-morphed-picture-to-claim-that-pm-modi-dressed-in-womens-wear-in-shilong/,https://www.altnews.in/wp-content/uploads/2022/12/modi-dress-300x157.jpg,Abhishek Kumar,28th December 2022,Opposition leaders use edited photo to claim PM Modi wore women?s clothing,TRUE
Media outlets got it wrong; Messi hugging woman after WC final is not his mom,https://www.altnews.in/fact-check-fifa-world-cup-2022-messi-hugged-his-mother-after-final/,https://www.altnews.in/wp-content/uploads/2022/12/messi-300x157.jpg,Abhishek Kumar,26th December 2022,Media outlets got it wrong; Messi hugging woman after WC final is not his mom,TRUE
Decade-old photos of woman?s corpse falsely shared as ?love jihad? incident from Assam,https://www.altnews.in/false-claim-of-kajal-murdered-by-gaffar-in-assam-shared-with-old-pictures-shradha-case/,https://www.altnews.in/wp-content/uploads/2022/12/lovejihad-300x157.jpg,Abhishek Kumar,9th December 2022,Decade-old photos of woman?s corpse falsely shared as ?love jihad? incident from Assam,FALSE
BJP supporters distributing liquor? AAP MLA shares old video with false claim,https://www.altnews.in/bjp-supporters-distributing-liquor-aap-mla-shares-old-video-with-false-claim/,https://www.altnews.in/wp-content/uploads/2022/12/alcohol-bjp-300x169.jpg,Shinjinee Majumder,3rd December 2022,BJP supporters distributing liquor? AAP MLA shares old video with false claim,TRUE
"Kerala man assaulting child in viral clip is a Muslim, contrary claims on social media are false",https://www.altnews.in/kerala-man-assaulting-child-in-viral-clip-is-a-muslim-contrary-claims-on-social-media-are-false/,https://www.altnews.in/wp-content/uploads/2022/11/Kasargod-300x169.jpg,Mahaprajna Nayak,22nd November 2022,"Kerala man assaulting child in viral clip is a Muslim, contrary claims on social media are false",TRUE
"Jabalpur resort murder: Accused, victim from same community; police rubbish communal spin",https://www.altnews.in/jabalpur-resort-murder-accused-victim-from-same-community-police-rubbish-communal-spin/,https://www.altnews.in/wp-content/uploads/2022/11/2022-11-15-11_24_27-Copy-of-FI-Template-3-Presentation-Brave-300x168.jpg,Kalim Ahmed,21st November 2022,"Jabalpur resort murder: Accused, victim from same community; police rubbish communal spin",TRUE
?Golden Dragon? video from China viral on social media as Diwali celebrations in Kerala,https://www.altnews.in/golden-dragon-video-from-china-viral-on-social-media-as-diwali-celebrations-in-kerala/,https://www.altnews.in/wp-content/uploads/2022/11/Deepotsavam_China-300x169.jpg,Mahaprajna Nayak,9th November 2022,?Golden Dragon? video from China viral on social media as Diwali celebrations in Kerala,TRUE
"Video of ED raid in Kolkata falsely shared again, this time as crackdown on Surat BJP leader",https://www.altnews.in/video-of-ed-raid-in-kolkata-falsely-shared-again-this-time-as-crackdown-on-surat-businessman/,https://www.altnews.in/wp-content/uploads/2022/11/Copy-of-FI-Kit-1200-%C3%97-628-px-6-300x157.jpg,Shinjinee Majumder,5th November 2022,"Video of ED raid in Kolkata falsely shared again, this time as crackdown on Surat BJP leader",FALSE
Congress leaders share Andhra festival crowd video as Bharat Jodo Yatra gathering,https://www.altnews.in/congress-leaders-shared-a-video-of-andhra-pradesh-festival-as-bharat-jodo-yatra/,https://www.altnews.in/wp-content/uploads/2022/10/bh-andhra-300x157.jpg,Abhishek Kumar,26th October 2022,Congress leaders share Andhra festival crowd video as Bharat Jodo Yatra gathering,TRUE
Old stock photo of chopper on fire widely shared as ill-fated Kedarnath helicopter,https://www.altnews.in/old-stock-photo-of-chopper-on-fire-widely-shared-as-ill-fated-kedarnath-helicopter/,https://www.altnews.in/wp-content/uploads/2022/10/Untitled-design-42-300x169.jpg,Mahaprajna Nayak,20th October 2022,Old stock photo of chopper on fire widely shared as ill-fated Kedarnath helicopter,TRUE
"Old, unrelated videos of crowded trains viral as recent visuals of UP PET candidates? ordeal",https://www.altnews.in/old-unrelated-videos-of-crowded-trains-viral-as-recent-visuals-of-up-pet-candidates-ordeal/,https://www.altnews.in/wp-content/uploads/2022/10/PET-300x169.jpg,Shinjinee Majumder,18th October 2022,"Old, unrelated videos of crowded trains viral as recent visuals of UP PET candidates? ordeal",FALSE
Did Fadnavis stop Shinde from replying? Maha Cong share clipped video with false claim,https://www.altnews.in/maharashtra-congress-shared-clipped-video-of-nana-patekar-to-interview-eknath-shinde-and-devendra-fadnavis/,https://www.altnews.in/wp-content/uploads/2022/10/fadnavis-300x169.jpg,Kinjal,18th October 2022,Did Fadnavis stop Shinde from replying? Maha Cong share clipped video with false claim,FALSE
Morphed image: 2017 Times Now graphic edited to show Rahul ahead of Modi,https://www.altnews.in/2017-graphic-of-times-now-on-positive-sentiments-for-rahul-gandhi-on-social-media-shared-as-recent/,https://www.altnews.in/wp-content/uploads/2022/10/times-now-300x169.jpg,Kinjal,3rd October 2022,Morphed image: 2017 Times Now graphic edited to show Rahul ahead of Modi,TRUE
"No, viral video doesn?t show Rahul and Cong leaders inebriated during Bharat Jodo Yatra",https://www.altnews.in/false-claim-of-rahul-gandhi-and-senior-leaders-coming-out-drunk-in-kerala-bar-during-bharat-jodo-yatra/,https://www.altnews.in/wp-content/uploads/2022/10/rahul-bar-300x157.jpg,Abhishek Kumar,1st October 2022,"No, viral video doesn?t show Rahul and Cong leaders inebriated during Bharat Jodo Yatra",TRUE
Picture of PM Modi taking photo with lens cap on is morphed,https://www.altnews.in/pm-modi-clicked-photos-of-cheetahs-with-cover-on-the-lens-of-camera/,https://www.altnews.in/wp-content/uploads/2022/09/modi-cam-300x157.jpg,Abhishek Kumar,21st September 2022,Picture of PM Modi taking photo with lens cap on is morphed,TRUE
"Video claiming arrest of 28 sadhus in Varanasi for child theft baseless, confirm police",https://www.altnews.in/false-claim-of-28-sadhus-were-caught-stealing-kedney-in-varanasi-up-goes-viral/,https://www.altnews.in/wp-content/uploads/2022/09/varanasi-300x169.jpg,Kinjal,15th September 2022,"Video claiming arrest of 28 sadhus in Varanasi for child theft baseless, confirm police",TRUE
Fact-Check: Viewers? comments on two 2016 films being shared as Brahmastra review,https://www.altnews.in/old-videos-from-2016-shared-as-audience-review-on-brahmastra-movie/,https://www.altnews.in/wp-content/uploads/2022/09/brahmastra-300x169.jpg,Kinjal,13th September 2022,Fact-Check: Viewers? comments on two 2016 films being shared as Brahmastra review,TRUE
"Did Modi say his mother should?ve stopped him from committing petty thefts? No, it?s a clipped video",https://www.altnews.in/pm-modi-said-he-will-not-become-robber-if-his-mother-had-stopped-him/,https://www.altnews.in/wp-content/uploads/2022/09/Untitled-design-40-300x157.jpg,Abhishek Kumar,10th September 2022,"Did Modi say his mother should?ve stopped him from committing petty thefts? No, it?s a clipped video",FALSE
"2020 video from Perth, Australia being shared as Bengaluru cloudburst",https://www.altnews.in/2020-video-from-perth-australia-being-shared-as-bengaluru-cloudburst/,https://www.altnews.in/wp-content/uploads/2022/09/image-300x168.jpg,Indradeep Bhattacharyya,9th September 2022,"2020 video from Perth, Australia being shared as Bengaluru cloudburst",TRUE
Viral BBC Hindi tweet on ?Brahmastra? team?s monetary support for Pak flood victims is fake,https://www.altnews.in/false-claim-that-brahamastra-movieartors-and-producer-donated-crores-rupees-to-pakistan-flood-bbc/,https://www.altnews.in/wp-content/uploads/2022/09/Untitled-design-17-1-300x157.jpg,Kinjal,5th September 2022,Viral BBC Hindi tweet on ?Brahmastra? team?s monetary support for Pak flood victims is fake,TRUE
Viral BBC Hindi tweet on ?Brahmastra? team?s monetary support for Pak flood victims is fake,https://www.altnews.in/false-claim-that-brahamastra-movieartors-and-producer-donated-crores-rupees-to-pakistan-flood-bbc/,https://www.altnews.in/wp-content/uploads/2022/09/Untitled-design-17-1-300x157.jpg,Kinjal,5th September 2022,Viral BBC Hindi tweet on ?Brahmastra? team?s monetary support for Pak flood victims is fake,TRUE
Were Hindu shops and houses targeted in incidents of fire in B?desh?s Narsingdi and Kishoreganj?,https://www.altnews.in/were-hindu-shops-and-houses-targeted-in-incidents-of-fire-in-bdeshs-bhairab-and-kishoreganj/,https://www.altnews.in/wp-content/uploads/2022/09/Untitled-design-11-300x157.jpg,,3rd September 2022,Were Hindu shops and houses targeted in incidents of fire in B?desh?s Narsingdi and Kishoreganj?,FALSE
Scripted video of Muslim man opposing the national flag from being set up on vehicle viral,https://www.altnews.in/scripted-video-of-muslim-man-opposing-the-national-flag-from-being-set-up-on-vehicle-viral/,https://www.altnews.in/wp-content/uploads/2022/08/2022-08-31-16_35_08-Copy-of-FI-Template-1-Presentation-Brave-300x168.jpg,Aritraa Dey,31st August 2022,Scripted video of Muslim man opposing the national flag from being set up on vehicle viral,FALSE
"No, this is not a video of a stone-pelter getting shot down by soldiers in J&K",https://www.altnews.in/no-this-is-not-a-video-of-a-stone-pelter-getting-shot-down-by-soldiers-in-jk/,https://www.altnews.in/wp-content/uploads/2022/08/Untitled-design-7-300x157.jpg,Shinjinee Majumder,23rd August 2022,"No, this is not a video of a stone-pelter getting shot down by soldiers in J&K",TRUE
Fact-check: Sikh group in Jalandhar protested against the film Laal Singh Chaddha?,https://www.altnews.in/image-of-protest-in-support-of-amirs-laal-singh-chadda-shared-with-false-claim/,https://www.altnews.in/wp-content/uploads/2022/08/2022-08-17-09_39_43-Untitled-design-56.jpg-1200%C3%97628-Brave-300x156.jpg,Abhishek Kumar,17th August 2022,Fact-check: Sikh group in Jalandhar protested against the film Laal Singh Chaddha?,TRUE
Photo of CWG medalists with Rakesh Tikait viral with misleading claims,https://www.altnews.in/false-claim-that-gold-medalist-wrestlers-were-seen-in-farmer-protest/,https://www.altnews.in/wp-content/uploads/2022/08/2022-08-16-10_59_51-Untitled-design-53.jpg-1200%C3%97628-Brave-300x156.jpg,Abhishek Kumar,16th August 2022,Photo of CWG medalists with Rakesh Tikait viral with misleading claims,TRUE
Old video of fighter jets viral as video of US Navy flying in Taiwan ahead of Nancy Pelosi?s visit,https://www.altnews.in/an-old-video-of-military-exercise-falsely-linked-to-nancy-pelosis-taiwan-visit/,https://www.altnews.in/wp-content/uploads/2022/08/2022-08-08-10_37_19-Untitled-design-49-1.jpg-WEBP-Image-1200-%C3%97-628-pixels-%E2%80%94-Mozilla-Firefox-300x156.jpg,Abhishek Kumar,8th August 2022,Old video of fighter jets viral as video of US Navy flying in Taiwan ahead of Nancy Pelosi?s visit,FALSE
Fact-check: Christians praying to Hindu deity for peacefully building church?,https://www.altnews.in/fact-check-christians-praying-to-hindu-deity-for-peacefully-building-church/,https://www.altnews.in/wp-content/uploads/2022/08/Copy-of-FI-Template-212-300x169.jpg,Aritraa Dey,4th August 2022,Fact-check: Christians praying to Hindu deity for peacefully building church?,TRUE
Old video of people being swept away in flood water viral as recent clip from Rajasthan,https://www.altnews.in/old-video-of-people-falling-in-flood-shared-as-recent-jodhpur-rains/,https://www.altnews.in/wp-content/uploads/2022/07/2022-07-29-09_49_23-Untitled-design-39.jpg-WEBP-Image-1200-%C3%97-628-pixels-%E2%80%94-Mozilla-Firefox-300x157.jpg,Abhishek Kumar,29th July 2022,Old video of people being swept away in flood water viral as recent clip from Rajasthan,TRUE
Scripted video of Hindu man marrying his two daughters believed to be true,https://www.altnews.in/scripted-video-falsely-viral-as-a-hindu-father-married-his-own-two-daughters-in-a-temple/,https://www.altnews.in/wp-content/uploads/2022/07/Untitled-design-27-300x157.jpg,Abhishek Kumar,15th July 2022,Scripted video of Hindu man marrying his two daughters believed to be true,TRUE
"No, this isn?t a ?young? PM Modi performing handstand in Rishikesh",https://www.altnews.in/no-this-isnt-a-young-pm-modi-performing-handstand-in-rishikesh/,https://www.altnews.in/wp-content/uploads/2022/07/Copy-of-FI-Template-17-300x169.jpg,Kalim Ahmed,13th July 2022,"No, this isn?t a ?young? PM Modi performing handstand in Rishikesh",TRUE
Old video of PM Modi awarded UAE?s highest civilian honour shared amid Nupur Sharma row,https://www.altnews.in/old-video-of-pm-modi-awarded-uaes-highest-civil-honour-shared-amid-nupur-sharma-row/,https://www.altnews.in/wp-content/uploads/2022/07/Copy-of-FI-Template-25-300x169.jpg,Kalim Ahmed,8th July 2022,Old video of PM Modi awarded UAE?s highest civilian honour shared amid Nupur Sharma row,TRUE
Video of CISF mock drill viral as terrorist caught in Faridabad metro station,https://www.altnews.in/mock-drill-video-shared-as-terrorist-arrested-in-faridabad-metro-station/,https://www.altnews.in/wp-content/uploads/2022/06/Untitled-design-15-1-300x157.jpg,Abhishek Kumar,30th June 2022,Video of CISF mock drill viral as terrorist caught in Faridabad metro station,TRUE
"Video of bikes slipping on flyover is from Karachi, not Mumbai or Hyderabad",https://www.altnews.in/video-of-bikes-slipping-on-flyover-is-neither-from-mumbai-nor-hyderabad-but-karachi-pakistan/,https://www.altnews.in/wp-content/uploads/2022/06/Copy-of-FI-Template-1-300x169.jpg,Kinjal,29th June 2022,"Video of bikes slipping on flyover is from Karachi, not Mumbai or Hyderabad",FALSE
This video of Bhagwant Mann chiding people at a rally is old,https://www.altnews.in/this-video-of-bhagwant-mann-chiding-people-at-a-rally-is-old/,https://www.altnews.in/wp-content/uploads/2022/06/Untitled-design1-300x169.jpg,,23rd June 2022,This video of Bhagwant Mann chiding people at a rally is old,TRUE
"Chemical blast in Hyderabad mosque? False news by Aaj Tak, OpIndia",https://www.altnews.in/aajtak-falsely-claims-hyderabad-chemical-blast-in-gauliguda-mosque/,https://www.altnews.in/wp-content/uploads/2022/06/6-300x157.jpg,Abhishek Kumar,17th June 2022,"Chemical blast in Hyderabad mosque? False news by Aaj Tak, OpIndia",FALSE
Fake letter portraying Amit Shah praising Nupur Sharma viral,https://www.altnews.in/fake-letter-portraying-amit-shah-praising-nupur-sharma-viral/,https://www.altnews.in/wp-content/uploads/2022/06/nupur-letter-300x169.jpg,Kalim Ahmed,16th June 2022,Fake letter portraying Amit Shah praising Nupur Sharma viral,TRUE
"Old, unrelated video falsely linked to Kanpur protests against Nupur Sharma?s remark",https://www.altnews.in/old-unrelated-video-falsely-linked-to-kanpur-protests-against-nupur-sharmas-remark/,https://www.altnews.in/wp-content/uploads/2022/06/Dhaura-Tanda-village-firing-300x169.jpg,Kalim Ahmed,13th June 2022,"Old, unrelated video falsely linked to Kanpur protests against Nupur Sharma?s remark",FALSE
"Old, unrelated video falsely linked to Kanpur protests against Nupur Sharma?s remark",https://www.altnews.in/old-unrelated-video-falsely-linked-to-kanpur-protests-against-nupur-sharmas-remark/,https://www.altnews.in/wp-content/uploads/2022/06/Dhaura-Tanda-village-firing-300x169.jpg,Kalim Ahmed,13th June 2022,"Old, unrelated video falsely linked to Kanpur protests against Nupur Sharma?s remark",FALSE
Old video of UP police lathi-charging SP workers linked with Gyanvapi Mosque case,https://www.altnews.in/old-video-of-up-police-lathi-charging-sp-workers-linked-with-gyanvapi-mosque-case/,https://www.altnews.in/wp-content/uploads/2022/06/Unrelated-to-Gyanvapi-Mosque-300x157.jpg,Kalim Ahmed,2nd June 2022,Old video of UP police lathi-charging SP workers linked with Gyanvapi Mosque case,FALSE
"No, this photo doesn?t show Gandhi as part of ?British Army? pre-independence",https://www.altnews.in/no-this-photo-doesnt-show-gandhi-as-part-of-british-army-pre-independence/,https://www.altnews.in/wp-content/uploads/2022/05/Untitled-design-4-300x157.jpg,Aritraa Dey,30th May 2022,"No, this photo doesn?t show Gandhi as part of ?British Army? pre-independence",TRUE
Satirical article claiming Pfizer?s VP was arrested believed to be true,https://www.altnews.in/social-media-users-fall-for-a-sataire-article-that-claims-pfizer-vp-rady-johnson-arrested-on-charges-of-fraud/,https://www.altnews.in/wp-content/uploads/2022/05/Untitled-design-19-300x157.jpg,Abhishek Kumar,12th May 2022,Satirical article claiming Pfizer?s VP was arrested believed to be true,TRUE
"Old photo of Amit Shah with IAS Pooja Singhal, who is under ED probe, viral",https://www.altnews.in/old-photo-of-amit-shah-with-ias-pooja-singhal-who-is-under-ed-probe-viral/,https://www.altnews.in/wp-content/uploads/2022/05/old-photo-300x157.jpg,Shinjinee Majumder,11th May 2022,"Old photo of Amit Shah with IAS Pooja Singhal, who is under ED probe, viral",FALSE
Nehru?s portrait morphed into picture of Modi-Scholz meet in Germany,https://www.altnews.in/nehrus-portrait-morphed-into-picture-of-modi-scholz-meet-in-germany/,https://www.altnews.in/wp-content/uploads/2022/05/morphed2-300x157.jpg,Shinjinee Majumder,7th May 2022,Nehru?s portrait morphed into picture of Modi-Scholz meet in Germany,FALSE
Old image from MP viral as 25 ?non-Muslim? Allahabad Uni students arrested for making bombs,https://www.altnews.in/old-image-from-mp-viral-as-25-non-muslim-allahabad-uni-students-arrested-for-making-bombs/,https://www.altnews.in/wp-content/uploads/2022/05/WhatsApp-Image-2022-05-07-at-1.06.12-PM-300x157.jpeg,Aritraa Dey,7th May 2022,Old image from MP viral as 25 ?non-Muslim? Allahabad Uni students arrested for making bombs,FALSE
Photo of people offering namaz outside Bandra Railway Station is from 2012,https://www.altnews.in/photo-of-people-offering-namaz-outside-bandra-railway-station-is-from-2012/,https://www.altnews.in/wp-content/uploads/2022/05/Untitled-design22-300x157.jpg,Shinjinee Majumder,2nd May 2022,Photo of people offering namaz outside Bandra Railway Station is from 2012,TRUE
Newlyweds in this photo are not father-daughter,https://www.altnews.in/images-viral-with-false-claim-that-a-man-married-his-own-daughter/,https://www.altnews.in/wp-content/uploads/2022/04/compare-1-1-300x157.jpg,Kinjal,25th April 2022,Newlyweds in this photo are not father-daughter,TRUE
Hindu devotional song added to ?Britain?s Got Talent? performance from 2014,https://www.altnews.in/hindu-devotional-song-added-to-britains-got-talent-performance-from-2014/,https://www.altnews.in/wp-content/uploads/2022/04/WhatsApp-Image-2022-04-25-at-6.31.25-PM-300x157.jpeg,Aritraa Dey,25th April 2022,Hindu devotional song added to ?Britain?s Got Talent? performance from 2014,TRUE
Video from Chennai falsely viral as Muslims pelting stones at train after horn ?disturbed? namaz,https://www.altnews.in/video-from-chennai-falsely-viral-muslims-pelting-stones-at-train-after-horn-disturbed-namaz/,https://www.altnews.in/wp-content/uploads/2022/04/Viral-Video-Chenna-youth-300x157.jpg,Kalim Ahmed,25th April 2022,Video from Chennai falsely viral as Muslims pelting stones at train after horn ?disturbed? namaz,TRUE
Old image from UP shared to portray police complicity in Jahangirpuri violence,https://www.altnews.in/old-image-from-up-shared-to-portray-police-complicity-in-jahangirpuri-violence/,https://www.altnews.in/wp-content/uploads/2022/04/Old-Image-1-300x157.jpg,Nilofar Absar,22nd April 2022,Old image from UP shared to portray police complicity in Jahangirpuri violence,TRUE
Old video of Muslim women entering a police van reshared with various claims,https://www.altnews.in/old-video-falsely-shared-as-police-arresting-muslim-women-after-jahangirpuri-violence/,https://www.altnews.in/wp-content/uploads/2022/04/FI-3-1-300x157.jpg,Archit,18th April 2022,Old video of Muslim women entering a police van reshared with various claims,TRUE
Media outlets misreport AIMIM supporters chanted ?Pakistan Zindabad? in Jaipur,https://www.altnews.in/media-outlets-falsely-report-aimim-supporters-chanted-pakistan-zindabad-in-jaipur/,https://www.altnews.in/wp-content/uploads/2022/04/Owaisi-Jaipur-300x157.jpg,Kalim Ahmed,16th April 2022,Media outlets misreport AIMIM supporters chanted ?Pakistan Zindabad? in Jaipur,FALSE
"No, woman caught with gun in UP is not Muslim",https://www.altnews.in/video-of-mainpuri-girl-arrested-with-315-country-made-gun-viral-with-false-muslim-angle/,https://www.altnews.in/wp-content/uploads/2022/04/gun-woman-300x157.jpg,Abhishek Kumar,14th April 2022,"No, woman caught with gun in UP is not Muslim",TRUE
Video from ?The Kashmir Files? screening in Nashik shared with false claim,https://www.altnews.in/video-from-the-kashmir-files-screening-in-nashik-shared-with-false-claim/,https://www.altnews.in/wp-content/uploads/2022/04/Untitled-design17-300x157.jpg,Shinjinee Majumder,11th April 2022,Video from ?The Kashmir Files? screening in Nashik shared with false claim,FALSE
Old video of ex-Kerala HC judge Kemal Pasha?s speech shared with false communal spin,https://www.altnews.in/old-video-of-judge-kalam-pashas-speech-shared-with-false-communal-spin/,https://www.altnews.in/wp-content/uploads/2022/04/Untitled-design14-300x157.jpg,Archit,6th April 2022,Old video of ex-Kerala HC judge Kemal Pasha?s speech shared with false communal spin,TRUE
Morphed screenshot viral to claim NYT?s propaganda for AAP,https://www.altnews.in/morphed-screenshot-viral-to-claim-nyts-propaganda-for-aap/,https://www.altnews.in/wp-content/uploads/2022/04/MORPHED-NYT-300x157.jpg,Kalim Ahmed,4th April 2022,Morphed screenshot viral to claim NYT?s propaganda for AAP,TRUE
